Comment,Target
Agar tum nafrat na banto to hamara Desh Kisi Jannat Se Kam nahin Hai,0
Chnni jehaad nahi chalega,1
tujh jaisa hi dikhta hai tujhe mubarak to kha,0
Teri maa ki chut bhosdike kaha rehta h dekh nhi Raha muslimo ke kartoot,1
Diwali jalne wale deepak bhi hum hi banate hain,0
gautama kisko galli di apne,0
Ye sab dhong hai jeene ke liye ye kuch bhi karte hai Ye Langar aur bheekh bhi Kafiro le lete hai Phir unki peeth pe khanjar Mark my works they are snakes n nature of snake doesnt change,1
india mai muslim apni cousin sister ko hi gf bana lete hai or bahar orat se handshake tak na karne ka drama karte hai ye kaisa dogalapan hai bete ab bete bolne par offend mat hota tumne chacha kaha hai mujhe to tumhe beta hi bolna padega mujhe,1
sahi kha bhai,0
Sabh ka sath sabh ka vikas Jai Shree Ram,0
Ye unka business hi koi bhaichara nhi,0
Kya NDTV Muslim samaj ka bahiskaar chahata hai,0
Mat bata bhai new channelkuch behen ko loude is pr bhi gaan marwa lenge,1
tu thoda sa nhi poora behen ka louda hemoot ka nasha karna kab chorega be jhaantu,1
Doodh ko bahaane waale aur moot ko peene waale jhaantu gyan naa den pls,1
Dear RNDtv jaha muslim mata ke mandiro pr pathhar chalatey h vo bhi dikhao,1
Paise lete h be banane ka free me nhi banate aur ye iska business h smjha,0
are ise paisa milta fir patthar fekte,1
Real beauty of my country,0
ye dekhovoekinsan hai,0
Abe tu kya karega land ke pujari ja jakar moot pikar soja,1
tu apni ghar ki aurte Mere paas niyog ke liye bhej de satisfied kar dunga ab ye mat poochhiyo niyog kya hai,1
fir bhi sabse zada shaheed hota hai azaadi ki ladai me,0
assalamualaikum Bhai,0
bhai usse kya matlab hai maine bhagwat gita ke print zameen me pade dekhe hai factory me,0
Bhai kiuki Sanatan Dharam me ab kuch sanatani nahi baccha isliye hindus ne saalo pehle musalman dharam apna liya tha,0
dubai or other gulf countries me tum kya gaand marane jaate ho,1
waise hi jaise tumhe maas khane se hoti hai navratron me,0
bhai na hindu bura hota h na musalman bas soch ka fark hota h accha insan doosron me acchai dekhta hai or bura insan burai,0
Abe converted tumhe toh muslim nhi maante aarav ke shiekh jyaada mat chaata kar unki,0
Usme bhi thokte hi ho sakta hai koi sahi bharosa nhi hai,0
Aaiye to kbhi lalganj market,0
apko mna karte hai kiya koi holi mat mnaye apka tyohar hai Khushi se musalmano ko koi dikkat nahi hailekin humare mazhab mai nhi hai ye hum nhi holi khelna chahte isme ap logo ko bhi koi dikkat nahi honi chahiye,0
ha sahi bat h devta h tum,0
abe dalle original accounts se aa na nafrat failane,1
niyog ki paidaish hame sikha rahi h jo kom gaye ka pisaab aur gobar khakar apne aap ko paal rahi h apni bahan ka niyog kar le mujhse,1
mata ki chunni banana Halaal mata ki puja Haram Gazab ka doglapan hai,0
Abi ayenge Andhbhakt bolenge hmare crore bhagwano ki foj wala dharm khatre me aa gya muslim ke chunri banane se,1
Band karohumari astha se khel rahe h,0
Difference between sharddha and business for money isko dikha kar fir se secular ka choda mat banao hinduo ko,1
Piche bg music deke tum ye emotional drama band kro unke fark nhi padta ye kis kaam ke liye,0
India Without politics yesa hota hai,0
Ab nhi Jana jayga kiu ki tum manhooso ki nazar pad gai,1
Ye nahi dikhai werna ye rozgaar bhee cheen liya jayga,1
Nhi chaiye ab,0
Godi Midia Esme v jahar ghol do,1
Abey muslim is desh k nagrik hai yaha ye wo sab krte hai jo inko rozi roti ka zaria hai bas tum jaise media ne kaam ko bhi hindu muslim rang de dia,0
ab kya karega,0
Yahi to bharat hai apna,0
I never eating this product But aap khilaoge to kha lenge,0
Ye chappals pahn kar betha he dekho,0
lekin kuran me to haraam hai naa,0
Thats why our INDIA is beautiful,0
Are Inhe pet Palna hai bhai yah to Abhi kya kya karenge,0
Ab inko dukan band ho jaygi kuch kattar hindu sangathan aa kar band kr denge,0
Aam Dino M Gost Khana Tmhre Liye pap H Or Holi Diwali p Gost Khana Tmhra Shok Hai Kya Dogla Pan H Yaar,1
Dubai uae saudi kuwait qatar oman iran turki azerbaijan unbekistan malesia etcand many more,0
Jangli gadha khana halaal hai or paltu gadha khana haram kya doglapan hai yar,1
India K Gau sala me Gau Tmhri mata sadi Pdi hai Uska Khayl Na Rakha Jata or Jo sadak p Ghum Rhi H Usko Maa Bolna Ye Kesa Doglapan H chacha,1
Bhai ye sab hamare desh me kafi time Sr hora hai Hindu Muslim ek desh me rahte hai Log mere pass Eid k kapde Lene aate hai Main Muslim hotel pe biryani khane jata hu yehi hai Mera Bharat desh Kuch galat logo k wajah se sabhi ko galat nai bola ja sakta hai,0
Iismai chunari kaha hai ye ndtv ka page particular community pr work karta hai,0
Or iismai hindu ladies bhi hai ye har jagh hindu muslim kyu karta hai ndtv,0
Boycott gang aati hogi,0
The unity of diversity,0
True India,0
Yahi khoobsurati hai desh ki,0
Hindu muslim bas neta or unke chamche krte h jo samaaj h wo sab se mil kr bna h na ki kisi ek se or yahi reality h ki sab ek dusre se mil kr rehte h dil se na ki news or rajneeti pr depend hoke,0
Mohabbat h bhai,0
hum kafir hai na unko bhai na bano yahi khetai hai na app log phatar fekna yahi sab aata hai app lok ko bhai chara hindu thum log kai lya chara hai bhai nahi,1
sab ek jese nhi hote bro,0
unko support karnai kai lya kon youtube par comment karta hai app jaisai lok unko support kartai hai social media par ex ansari mara sala us mai kitna i lok ko mara laikin pura muslim samaj islam kai naam par usko support kya jab dubey mara up mai tab kisi hindu nai us kai encounter ko galat bola nahi yahi farak hai bhai nafrat manavta ko destroy karti hai,1
Friendship and humanity knows noreligion,0
love you bhai,0
Aajao andhbhakto aur dekh ke jal jao,1
jaeyy tu bhi aisehi rona mere liye,0
BJP left the chat,0
kandoth bhai South India me hindu Muslim fights nhi hoti kya,0
Its not about any religion its about the hatred spread this days acche din tho shayad aa bhi jayenge but wo dosti wo rishte aur gaye hue log firse na aayenge,0
Dosti kisi mazhab ka koi mazhab nahi hota wo to dosti hi hai jo ek mazhab ban jati hai,0
welcome bhai sahab,0
This is going to India after Rahul jitega INDIA jitega,0
Sad to say it wont be like this anymore,0
nini nahi woh aapki hi koi apni baat thi bheech main shayad unko aapki andr se asliyat pata chal gi k kya sochti ho Warna main Pakistani hoon aur puri zindagi apny doston k saath normal rahe hai hum saary we got friends of every race and religion and we get along with all of them,0
but Indian Government ne SB mohabbat lo aag lga dihai,0
savina yha dumka aake pata krr le Shahrukh ne jalaya na kon jalaya WhatsApp news dekha kam krr,0
Mazhab nahi sikhata apas main ber rakhna Hindi hain hum watan Hindustan Hamara,0
They are not GENZ,0
urghausraza or jiska zanaza uth raha wo real muslim tha na ki koi patthar bazz,0
jab dimag me hi bhusa ho to tum jaise logo ka kuch nhi ho skta ye picture Bangladesh ka h,1
Picture kahi ka bhi ho par yeh mat bolna ke apne India me aise chize nhi hoti andhbhakt Bas ghuma phirake propoganda karna aata hai uneducated politicians ko aur tere jaise chutiye unhi ko support karenge phir bhi agar tujhe lagta hai ke bhusa humare dimaag me hai to rehne de apne mom ko khone dede tere bas ki nhi,1
tere mumma ko kisi hindu ne mara,1
uneducated jake check karle kiska kam h fir aake mujhe gyan de Or education ki baat kr raha to jake dekh le padhe likhe hi jada abhi gandagi macha rhe desh me jo gareeb h unka isse koi mtlb nhi wo rooz kama rhe rooz kha rhe social media ke jaise nhi ke sirf hate failsye,0
sidha hisab h respect ke badle respect,0
kandoth not South india welcome to india humare hindu padosi bhi aate hai qabristan kabhi kuch hota hai toh aur hum bhi jaate hai unke last ritual mai,0
He is talking about non mehrams,0
Me at bhai funeral,0
Bhai dosti m koi majhab nhi haiMai musalman hu aur mera dost vikas hindu hai lekin wo mere liye har jagaah sabse pahle aa jata hai,0
Before it was common for both community after ke bad hindu to khatre me nahi aya lekin insaniyat khatre me aa gyi,1
Baat baat pe religion mention ho rhe hai,0
lga lo puri jaan bhakto mohabbat khtm nhi kr pao ge,1
Friendship me koi Religion nhi,0
Yes because its Bangladesh,0
kandoth it was in Bangladesh,0
royega tu bhi aese hi kya bhai,1
tumhe marne nhi denge bhai,0
Humanity,0
Todays generation would chant hanuman chalisa when prayer is going on,0
Ank de aaasu a gye,0
Ab wo yrr nahi bante jo ek time me gharhon ki chan uthane ke liye bulana nahi padta tha ab ayesi yari nahi rahi dost ki sadi me bahen samjh kr ejjat krne aate thye ab wo dost nahi rahe kheton me koyi kam ho to majdoor ki jaroorat padti thi sad bro ab ye naye janmi ladke kabhi aap ki ayesi kurbani ko samjhenge,0
Hindu muslim nahi dosti ka apna alg he Dharma he,0
Bhai kya ek din royega mere liye bhi aise,0
shoyyyeb rona bhi pdta kaa bhai,0
honi bhi nahi chahiye insan ho insan bano bad me hindu ya musalman bano,0
achhe dost milna bhi kismat ki baat hai,0
True and those were hapoiest days,0
Kaash aisa he abhi bhi hota,0
This picture is from Bangladesh btw,0
because I dont think he knows and wants to pray janazah,0
Social media ki badoulath ab bohhoth baddh gaya hai bhai,0
haa bhai galat news ya koi bjadkane wali post ho to seedha gaali dete h ek dusre k bhagwan ko,0
Haan bhai galath hai ye bohhoth,0
Yahi tho is Desh ki shaan hai,0
Muslim hi abi tak soft power dekha rahe hain inko aur yeh dushman hain dost bilkul b nahi,0
Kash ye bat Gov Logome aam kre,0
kon bol rha ki tu bhai bnke rah Lekin kisi ka bura mat soch,0
Dedh me gaddi sambhalne ke liye in sb ko apas me ladana jaruri hai,0
I dont belong to any specific party But filhall Jo desh ka Haan hai Dange mehangai aapsi Dharmik foot Only Modi Shah and Yogi these three are responsible not any other parties person,0
Yeh Baat BJP ke party ko bole sir,0
tumhari kom hi sabse buri hai achha hota ki tum pehle hi pakistan chale jate to achha rahta,1
Andhbhakt fir faltu ho jayenge Sir ji,1
ab bhejdo Gand me dam ha to Bete jis hariyali me jee rha ha na us ped ke niche are buzurgo ka khoon ha Or tere vale to angrezo ke talve chatne me hi rah gye,1
Nowtanki kya hua adani kaaa,1
yhi education mili ha tujhe Ram Chandra se,0
apke jesi soch rakhne Wale is Desh le liye khatra hai Mera Hindu frnd aaj father bana hai usne sabse pehle muje call karke bataya ki uske baby hua hai ye hai bhaichara,0
Love you sir election cji chandrachud sir ki nigrani m ho I wish,0
Love u sir aap se milna hein,0
Mera bharat mahan,0
Abe sale humko mut samjhao bjp walo ko guuu khilao,1
Apki to baat hi alg h,0
Samanta ke liye aapko khud dekhna prega ki kya chal raha haii,0
Aap evm hatwa dijiye Bhai chara wapas aa jayega jab desh todne wali shaktiyan har kar satta se bahar ho jayengi,0
Jab tak pm modi g hai desh kabhi bhi taraki nahi kar sakta inn dus saalo mein jitni desh ki taraki Hui hai aagey bhi vaisi he hogi vaisey bhi jiss desh ka panooti he pm ho oss desh ki kitni taraki hogiiss liye panoti ke hotey desh ka vikas sirf ek sapna hai bas aur kush nahi,0
Evm hatva digye,0
You are absolutely right,0
Aap agar karyavahi karne ka adesh d or sarkar k oper lagaam lagaye tu deha Bach sakta hai,0
Namaskar sir jiAap sahi khen rhey haiyeh sabki maansikta per nirbhar karta hai,0
Jai Bheem Jai Bharat Jai Savinddhan,0
We are all Indians must be live togather,0
watsapp University se padhe hue lagte ho,0
Good sir,0
yebhi wahin se sikha he tumne watsapp University se afsos tmhari soch baar gobar kha kha kar tmhare dimagh sirf gobar hogya hai or tattai baat hi karsakte ho,1
or tmhari soch atnavadi soch hai jo supreme court k jaj ki baat tmhe ghalat lagrahi hai afsos watsapp University Wale bhakto,1
you say exactly correct sir,0
Sir You are the REAL HERO of India,0
ham to apne mulk mai hen tum kahna e aaye ho wahin chale jao kahin tum pados me se to nhi aaye ho pratadna ke tehet bhag k aagye ho Hindustan me sharan lene ab naagrikta to mil hi jayegi magar ho to baahar k na tum,0
tum is baat par savaal karrahe ho to javaab bhi jante ho tabhi karre ho,0
Electoral bond ki aadh main EVM se vote or ballet se chunav na ho ye hamare desh ke CJI sahab se sikhna chahiye,0
tmhare pas bhi he chale jao hamare pas tha magar ham nhi Gaye or naahi jayenge Jo hame bhejne ki baat karega use jaana padega,0
Salute cji sir,0
to jab tmhare pas nhi tha ab he ab chale jao,0
apne gireban me jhak or bata tu wafadaar he Abe tum to apne hi desh k logo k sath wafadaar nhi ho to doosre ko bad main bolna samjha tu nikla ab,0
tu to kisi bhi school main padha bhi nhi lagta jahil gobar bhakt gobar jhao tum bas or tatti khaoge to kya dimagh hoga,1
chor kon he jise tum saport krte ho abhi chunavi Chanda leraha hai Dara Dara kar companys ko tum bhi usi jese chor ho,0
kya hua nhi dekha hamne tm btai,0
jalne Wale ki aur jalegi Burnol le ana tumhari lal hone wali hai,1
kis bat se jalegi beta kya hogya kyu khush horaha hai itna koi bat bhi to ho jalne k liye abhi jo uchhal rahe ho itna pichhwada bachate phiro k bad main,1
Landbhkto ko samjhao sir baki sab smajhdar hai,1
jinka name soch ke tumhara pura desh hil jata vo vapas Jo aa rahe hai,0
kis ki baat karre ho hamara Desh Bharat kisi se nhi hilta tmhara koi aaqa baahar bhi he kya,0
ghalat baat he baap se aise baat nhi krte bhadve k olaad,1
tum to Pakistan ki aulade ho re idhar kaise aa gaye pehali fursat me nikal,1
kal ko paida hone Wale apne AAP ko baap samaz rahe Ho Aisa University me padhate hai sorry bomb banana sikhate hoge na,1
ye soch hai aapki ghatiya,1
ghatiya logo ke liye ghatiya hi soch rahegi Jo jaisa hai vaisa hai,1
tumne Kahn se bakchodi ki digri Lee he boht bade bakchod ho,1
BJP ki sarkar hi sirf hindu muslim karti hai jab se bjp satta me aai tab se hi desh me hindu muslim lad rahe hai,1
Ye baat to aap ko Modi jaise leaders ko samjhana padega,0
bete apne aap ko kyu gali de rahe ho,0
Bjp ne to aag lga rkhi poore desh me,1
pure andhbhakt ye abhi bhi muglo ko ro rha he,1
Sir plz aap PM ban jao,0
Aap nahi hote to ye logo ka nanga nach or bhi zyada hota thankyou sir,1
Iske liye bjp sarkar ko hatana padega wahi ek party hai jo desh me hindu muslim krta hai aur hamare godi media ko v sabak sikhana padega tb hi ye possible hai warna ab lad lad k marenge,1
News channels ko aap Band kara do,0
Ye baat PM Modi ko samaj m nahi aati jahil hone ka vo suboot diya karta hai,1
Jai bhim sahab,0
Bhagat singh ji ne khud kha tha News wale he sabse jada nafrat fahlate hai,0
Par chutiye bhakto ko kon samjhaye,1
sirf gobar khane wale dur rahe,1
Are andhbhakt to inhe bhi galat bata denge,1
Sir aap ke baat sahi hai bjp walo ko kaise samjye,0
danga kaun karwata hai be,1
Log ladhte nahi kbhi bhi ladaye jaaate hain,0
But andhvakt mutkhor ko kon samjhayenge,1
Modi to yahi chahta he ki lade vote milte rahenge,1
tum jese ghatiya soch wale logo ne desh ka beda ghark kar rakha hai,1
yar tum kya chahte ho log ladte rahen aapas main is main hogi desh ki tarakki,0
BJP Desh ke logo se hi ladwa rahe h,1
Samanta hoti desh me to raam mandir me desh ki rastrapati dropati murmu ji bhi pradhanmantri ke sath dikhayi deti,0
ka rajneeti me dakhal sabse badi wajah hai,0
Sr ap hi kuch karo ham khud bohot pareshan hai is badti nafrato se desh sahi dish nhi jaa raha se,0
HC ko bhi Kaam karna Zaruri hai fir khamosh Tamasha Dekh ne se Kaam Nhi Chalenga Jaha Ek Vishesh Samaj pe kitne Dino s Zulm ho Raha hai Uske bare me khul ke bolna chaiye na Ki chuppi Rakhna chaiye,0
jaati waad khatm kar dijiye bhai Hara apne AAP aa jayega,0
Right baat,0
brain washed,0
bhai tu kuchh mat bol phir bhi tere name se pata chal jata he tu kiska supporter h,0
Ye sirf bjp ko samjhae,0
Par sir kuch andbhakt samajh nahi rahe h,1
Great honest person,0
up ke jaisa admi sahiye sir,0
Waah bhai waaah,0
Sahi bole hai sir,0
Ryt,0
Agr log bhaichara se jeene lge to bjp ko vote kese milega,0
Is tarah ki bate muslimo ke time pe hoti hai sirf,0
BJP bhagao bhaichara apna ho jaega,0
aur tere reply se bhi pata chal jata hai ki tu kiska supporter hai,0
par modi or ram ke naam par sirf nafrat hi failayi ja rhi ram ke naam par hatya ho rhi,0
Raja singh k mume kutte ka peshab,1
Bjp hatao,0
Tarakki ho toh rhi haiaj congress kharab party ho gyi hai modi ache ho gye desh kisi ko nhi chahiye sirf modi chahiye chahe modisbko bhukha maar de,1
Ap jo bhi kare Thoda Sabdhan rahiye Judge Loya,0
Log Kahan ldd rahe hain sarkar ladwa Rahi hai Dono me faraq hai,0
Agr sambidhan ki itni chinta h to q nhi valet s election krata supreme court,0
Tu aadhi raat ko muslim aur teroriat ko chhod deta hai,1
turkey and kazakhstan,0
inka naam khuldun nahi ughaldan hona chahiye tha Kuch bhi,0
halala karwa Jake Malvi se Pakistani,1
varavind Abey ganje battisi andar rakh,1
toh kyu lagane pe tule ho rang Thoda cognitive dissonance hai kya Ek baar sahi sochle kya kehna chahta hai,0
Haramiyonki pehli nishani gali galoch karnaHalala jab hota tab bewi ko talak deneke baad wapas chaiyeto uski shadi honeke baad hi pati shadi karsakte heA talak dene ki saja he Lekin tum jaise NIYOG ki harami auladonko pata bhi nahin tumara baap kon heNiyog me pati bewi ko khush nahin rakh sakta aur bachhe paida nahin ho rahe to uski bewi doosronse karwake tum jaise Haramiyonko paida karte hein ExampleDhrutarastr aur Panduraj ne Bheeshma ke dwara paida huye Lekin o unki mummy ka pati nahin tha,1
